SOURCE_ID,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,teff_gspphot
137341479190484608,45.10834017525719,35.4248511172952,0.9919991068839111,0.033320982,0.5820375524686461,-6.172717863261546,15.039471,1.0009327,,5482.259
137352233788603904,44.98081005915823,35.396889428739826,0.8568144561439442,0.06803356,-3.6309336276622997,-6.149212826494219,16.719254,1.326498,,4466.2437
137353402019695744,45.094996045189376,35.449779879079564,1.6905578979655826,0.029203223,9.625856995190155,-8.009704895205768,14.679818,1.1668215,-19.697826,5281.005
137353505099223296,45.086513062278954,35.4564877087534,1.4067037223887464,0.100507505,1.8317311811443933,-5.292628810994811,17.419044,1.9119968,,3691.8237
137354742049485312,45.048323728190894,35.52251547639196,1.1975086769197554,0.015815038,-2.924530557378561,1.778731800659598,13.08782,1.0353117,10.771427,5239.643
137355772841564032,44.89268427001075,35.469403921608276,0.5978408545423957,0.054691043,4.369114098062244,-5.20453629948401,16.346634,1.2237406,,4707.758
137357319029786624,44.89012137132665,35.53453454220649,0.8097632108104085,0.050477605,-2.568660914600999,1.5076002992988058,16.128721,1.3058462,,5284.2764
137358143663504640,45.037196322357104,35.562831640395856,1.155079762052117,0.0296445,6.108138666997666,-0.24628795786380447,15.141893,1.1610165,,5234.7666
138757925045155584,46.937965406169766,36.18328791834802,2.774807058316607,0.019553889,18.988791209602017,-1.9086005683479492,12.691304,1.0377388,6.060201,5590.1035
138763250804593664,47.00446692878771,36.21638837487716,1.2666214890063212,0.024364026,-4.306002704043075,-1.0028137233172965,10.309524,1.439106,17.714796,5277.1562
138802077309133312,45.67855094277985,35.62874370443218,2.4817419873222644,0.033865195,24.421171083951478,-3.4712043598704345,13.862605,1.3339787,-23.454185,4889.6807
138826988119620224,45.88763379865519,35.753765284101966,0.8660122345148022,0.080957316,1.0504848694492004,1.161643266302732,16.661348,1.4921322,,4622.9062
138830870770035840,46.04705193422268,35.849841753891454,0.47857796530655683,0.04089868,1.3183704786720043,-2.598622801285369,15.329834,1.0959454,,5848.382
138835097017850240,45.951127503292376,35.91740266225715,1.1333778399873986,0.054679226,13.058730423158433,-8.2814541940475,16.094126,1.4753723,,4647.227
138836402687898240,46.0977924360574,35.99080675775772,0.6106289280068514,0.043046888,-0.9832023938970081,-1.7207732616068583,15.801954,1.1655779,,4982.6094
138841109972001408,45.37499092160886,35.48232507450209,0.9356162937757528,0.06926004,1.426856824619787,-2.926017902401856,16.554155,1.5342798,,4088.8809
138842072044691456,45.29081507013557,35.44682731216917,0.5172870347262917,0.04269935,-0.4032345633728654,-0.500185601242114,15.582549,0.8586073,,6101.1885
138845297564292480,45.29898636734865,35.570392399627906,0.8472024708925052,0.017759085,3.6174160152552126,-7.254463549903235,12.359834,1.3515644,-45.41683,4874.696
138846744969051136,45.530302583043245,35.55926299175213,1.4514890985806765,0.017812302,0.9103376982560394,-10.254054529549265,13.603225,1.0538101,-26.422014,5722.487
138854750787994496,45.5597377327779,35.81629315580182,0.9542977068978856,0.027471561,-6.280732392648955,-1.3724679851184844,14.112275,0.7901783,25.395582,6433.674
138855884659474048,45.22982633656437,35.599510984557696,0.9270068914394854,0.049373515,-2.4792179940577324,2.450638610243691,14.898534,1.0434847,,5429.419
138857877522910592,45.30506949884792,35.64636100945286,3.856616687299489,0.028361361,-31.072032903289077,-34.66314550567192,11.095425,0.84832764,9.114699,5781.1807
138860213986489088,45.153018991462154,35.68090578536773,1.7955696885883188,0.024873193,6.970918918681634,-19.56052499151206,8.203181,1.8015156,21.965014,4522.1304
138860282705968384,45.14161365196693,35.67614738245549,0.8309808481383635,0.048457105,0.7119469810857524,-2.6739243066019185,15.894018,1.1478729,,
138863684319822080,45.15811825054253,35.82620564542496,1.2187636338522494,0.05631163,6.586991365228901,-2.916698630416689,16.154667,1.6219015,,4594.07
138864749471897984,45.36871007164054,35.77052118734777,0.7713196085530444,0.024669142,0.5189617747943746,0.8377836707350366,14.254927,1.1504126,-8.723456,
138866158221153920,45.45262974257222,35.79733488403412,0.5670457263279429,0.044119462,4.4309547809548455,-8.452868125209305,15.60773,1.0175524,,5796.7305
138872549132430464,45.320573981054544,36.01809389520818,0.735920726029913,0.07123011,2.8251134187033515,-3.6201969946874604,16.547749,1.0145378,,5238.7397
138875538429676544,45.820115984376166,35.8398495029566,0.648426627425137,0.038847737,-0.14732630751451925,-6.047613585325241,15.429364,1.1423521,,5864.344
138877222056884736,45.61932358110442,35.80519563818775,0.6814551631865202,0.03547679,-0.7357835473184315,-4.334739691098099,14.85343,0.9351835,,5810.1055
138882131203616512,45.9119473318318,35.94470041254513,1.601320327386655,0.12265853,3.5608444810724533,0.8140699392247368,17.644543,2.3520756,,3650.2742
138883746111364096,45.97306535726829,35.990916707302276,1.61626723008724,0.16155057,-2.4226554756769167,-10.048318030650513,18.205877,2.7628841,,3462.624
138886293028403840,45.77468751911476,36.01541137742991,0.9729013439844368,0.032237425,-6.3345046760617265,-2.4551860036434006,14.359627,0.98253727,-70.50483,5602.9214
138887220740669184,45.75439811228902,36.05313739407216,2.3262696706743613,0.14182246,9.815565383980537,3.332433513677993,18.100153,2.8731194,,3434.2842
138889866440482816,45.883843868418495,36.179736346000745,3.057670368941123,0.043589916,16.452208370395404,-36.87184679376243,15.586826,1.8960333,,4294.0312
138890484915867264,45.56266044330333,35.914912662284536,3.0503029495476697,0.06553984,-24.35343746398214,-24.71552254058958,16.243406,2.05223,,3644.5293
138891309549566592,45.58012814899423,35.99239264853517,6.9595119629095015,0.019005252,-8.540249279239251,-14.77162439231249,10.813835,0.90752316,-23.913712,5759.892
138891996744339584,45.53503313932228,35.98592834995514,1.0308162381904036,0.025330832,-5.409340519697077,-4.259930649339805,12.514737,1.284133,-92.4374,
138892099823550592,45.54598804387664,35.99743627102024,1.2372592681780854,0.111987874,5.355336142705566,-4.038630491878089,17.42276,1.9530144,,3816.7725
138892237262506880,45.50107668225834,36.001305095221035,0.5414404796181717,0.019817395,0.37982494982310244,-2.7687222050875797,13.383352,1.3253403,-41.2024,4870.611
138893680371503104,45.56023832449978,36.02919140467902,2.1913581804072204,0.19045231,11.64286316075947,-7.210960306602589,18.28959,2.6181526,,3448.991
138894878666607616,45.46979587535655,36.014823047435726,3.101047083802727,0.28010833,24.879967677175333,-28.966620622298713,18.946003,3.1878624,,3108.8208
138895741955797632,45.47739602059242,36.08128732674258,1.8975883285814468,0.0767943,-6.144838681667754,-21.606303734127707,16.700935,1.937953,,4345.169
138897597381646080,45.59894475044403,36.13920032579286,0.5188177111552145,0.033481702,-1.6446608749167835,-2.915390340618641,15.317763,0.9352484,,5717.7607
138899899484097280,45.767639405208485,36.1653619720079,0.6319988005541777,0.053283945,-1.8705558257114023,-4.994151277560945,16.203485,1.0750608,,5412.0195
138903816492851456,45.602515500115466,36.19716271568671,3.1603519444803028,0.101064965,-11.743917794148183,-14.692991297430591,17.354809,2.6434498,,3469.2837
138906943230440448,45.67740904588235,36.31671212657153,0.5394386255176092,0.041831754,6.113134981506876,-5.751461456634495,15.478251,0.8543749,,6104.6997
138921163867147136,46.48512699565785,35.98038121940505,0.7441276324890564,0.044133794,4.736765969904932,-2.369488166623656,15.791359,1.103447,,5567.678
138921614838763008,46.49771014584709,36.0476004684514,1.6695532994548548,0.022608582,-1.9544649228505702,1.3352006938118577,14.241604,1.2408285,-18.695837,5658.9375
138922469537418112,46.42712675747562,36.03196930808731,3.0051142512466265,0.17928018,0.4436698112181734,-27.840929504648532,18.246035,2.5829716,,3548.866
138923504624456448,46.597692513760634,36.09352448303327,1.2563421481383927,0.032181196,15.317234730673892,-6.7671449958949506,14.415321,1.2086334,-32.624702,5423.077
138925531848972672,46.237825136097314,35.889780868141436,0.5680177269460394,0.053604063,-4.042399954962937,-4.384242058918065,16.148525,1.1616974,,4833.899
138925909806092928,46.22890116880671,35.91914002571211,16.47170464253246,0.023575107,-11.069455244047404,-111.74471445703797,14.362038,2.5097742,-34.2101,
138931098126574464,46.09393186146586,36.04538997560497,0.4570604407461726,0.021353543,-2.7308048091722323,-2.529825353581727,13.779097,1.3967953,-26.37279,5208.7437
138931682242115456,46.16903144965297,36.08656829346892,1.315703711826465,0.07641387,-2.1783555616398598,-3.8497387112938286,16.628296,1.627306,,4790.821
138935491878152960,46.35720929378789,36.12870247939941,1.8129411404306062,0.07500886,0.7037115739714682,-4.455004490810415,16.805733,2.1355124,,4290.5273
138935491878159360,46.36539501557103,36.13605713116375,0.6106390898633882,0.054623943,4.613971050399188,-5.572409923136777,16.180096,1.2493372,,5492.9414
138935633612004736,46.38176615000432,36.15633639526261,0.3483888209304528,0.026052153,3.0391793690656224,-5.250445684584086,14.626514,1.6303921,27.519293,4759.442
138935839770432384,46.3719861144356,36.17880393911491,0.9123268530261489,0.045463275,43.25385173815749,-18.117739045674924,15.883556,1.2595768,,5853.248
138939580686798720,46.32425926538786,36.2332662895305,1.1102359417310772,0.017104162,4.036496984269022,-6.115498421611454,13.126982,1.3885765,26.40512,
138942917876503040,46.38646122076364,36.385912529440745,1.3926969489104386,0.09545211,2.853758564769354,-2.918200042363143,16.849304,1.6078682,,4499.9263
