PC1,PC2,PC3,PC4,kmeans_cluster
-0.5960509848201161,-1.4000869372570113,0.3219996298002061,0.646080450827795,0
-0.7730600605675656,-1.3618250389857465,0.5001666840816806,0.1965053336633977,0
-1.7441772774073885,-1.4824101710139352,0.239986279624784,-0.2864650597404117,0
0.922784012294806,-1.1249927243952378,0.9783732140367876,0.6189481213791399,0
-0.8281647172993644,-1.341448841170742,0.4209419421507679,-0.3682060707661743,0
-1.1415732548622333,-1.3879988525362985,0.5244619744421032,0.0575634420328506,0
1.2075536650158627,-1.452777877382787,-1.1990248299557802,0.4294990447550192,0
-1.352244830842395,-1.7618316895267745,-1.4828465124398065,0.545732094201288,0
1.0640034709506945,-1.0786061682497297,0.8242692123017248,-0.0459434283358778,2
4.39379036253885,-0.4992548829750526,0.5133251056854085,-1.0296267834936903,2
-3.305027511806602,-1.4586906958518262,-1.2749642204968026,-0.0864506518249533,0
-1.04108847102813,-1.3376928431699917,-0.3463004766570377,0.0157562300585688,0
1.7343269111548147,-0.942691130664883,0.6945061125770885,-0.3316849933641579,2
3.6074619471154112,-0.522824759000086,1.7421580335902314,-0.2212731154381297,2
-1.2798880292847858,-1.4376194094470145,0.2606285628820094,-0.2205563320985164,0
-0.8804088866711198,-1.3851021172968367,-0.279901872894264,-0.3094360691787051,0
-1.2008528567880483,-1.3975322698578878,0.2734721796093334,0.0507905540720382,0
-1.766647935222238,-1.517439528715541,-0.5781393532702304,-1.380933684010423,0
0.4010995859460612,-1.1882656425238485,0.3629798030948846,0.4220657019806524,0
2.427823324718815,-1.024838094292165,-1.0957745997377026,-1.896964363673714,2
0.7661994297266016,-1.0589908189967032,0.7677693172551939,-0.0096470922936548,0
0.7489907963792303,-1.336240529894246,-1.0366710323737995,-0.7882879226207152,0
-1.1804018596011854,-1.277308342532149,0.2706159861439881,-0.7553575708860264,0
2.242945095007493,-0.9100435244073892,0.848638338771661,0.7032346516254735,2
-0.016526992215574,-1.5127016080808393,-1.471620857550773,0.2372105514144171,0
-1.7292831124689316,-1.4134363593296428,-0.2323226663138474,-0.9464981380747216,0
-1.3944979334779186,-1.2712217208203034,0.2817858587098473,-0.7445119111810945,0
-0.1510279937669697,-1.3609672582263996,-0.901276835519562,0.0085350094474194,0
-0.9839474312279938,-1.1462249028876643,0.679730440588147,-0.033219565660211,0
1.7054862613648272,-1.0709748603531914,-1.3652088680762895,-0.2642051442670282,2
-1.1499075150124958,-1.2103302766269837,0.4801221845867847,-0.3012603640053491,0
4.029965463951082,-0.9412452148837952,-0.7879663382638282,1.4673601568418808,2
1.7860703005781102,-0.8199760229545484,0.8950708685172079,-0.2736833953338791,2
-1.0442853927577076,-1.2275326157288942,0.2930550803547798,-0.0044073478699414,0
4.602342302505413,-0.6224401830902577,0.5724504359919829,0.2112491646863232,2
-1.610781186034261,-1.277235532289358,0.2130018444859923,-0.5364893276940558,0
-1.4134874044283985,-1.429977428762087,-0.6222192539204371,-0.5369155611023754,0
5.083928652100767,-0.4938103858228158,0.1499164654411509,0.5517974097915641,2
-1.428006836403855,-1.3314835655323314,-0.2968043410150531,-0.3057752836444617,0
1.5398169772692112,-0.9197210305893831,0.9250907539198416,0.322897247372741,2
0.7527758992837098,-1.017742887499366,0.6744552930741065,0.6225444094295441,0
-0.8742419541897098,-1.11557242827202,0.7711979963340914,0.3957017529135311,0
3.6947696097415306,-0.648750522077132,0.4090394622599904,0.2811260975897268,2
1.289712380192326,-0.9593378910089824,0.4303763503686386,0.890159314964057,2
0.1197894402511509,-1.403345421244152,-1.7049079744466853,1.6952373186571192,0
2.667586278598156,-0.4364141029302751,2.025133916714384,-0.3929726916883829,2
-1.141377647593791,-1.3938058689812476,-0.7897416482852577,-0.2252011490984481,0
-1.4266283894707965,-1.3648550806600173,-0.7305418508543492,0.1712043651177078,0
-0.7100274678338192,-1.0725633974620097,0.4575876461591623,-0.2522512618369114,0
-1.0690243585973478,-1.1442889061367845,0.1815703655101662,-0.1569113234851714,0
0.4221786953882167,-1.0966114406589034,0.2086300458647494,1.0818255786816968,0
-0.9068697366448242,-1.343901656139338,-1.1473825489865304,-0.3504875461284875,0
2.657385452599917,-0.6652824433015467,0.4628956356931484,0.4387359450338988,2
0.3731343655877236,-0.957701347733612,0.3390897112219935,0.414972776129643,0
-1.372228339445389,-1.1157488345800295,0.4296757803051599,-0.3126363949166084,0
-0.1734766763010815,-1.0983186222248174,-0.7052957252284845,-0.2004822003506849,0
0.0978712875105727,-1.086016627690752,-0.3045196783267769,0.0844361358411832,0
0.6079087853840595,-1.1997680893700104,-0.951534004864656,0.8328942676058091,0
3.039786885599796,-0.4933477440547866,1.4154515185418508,-0.4112074623041007,2
0.0073139264389916,-0.992849062950987,0.7576786600274681,0.1855921010668781,0
-0.761276240396606,-1.015443193392639,0.7223774760794979,0.1003858735127023,0
0.0748633989688254,-0.9433609780810932,0.7145279270474942,0.3896471688878679,0
1.7169139719170012,-0.811236487653194,1.234630212393399,-0.6300163776284097,2
2.9464640679071064,-0.9459682953067688,-0.6957178601169965,1.2271092891821485,2
-1.2221154001516374,-1.1702121121676097,0.2348696001537598,0.2243422216490843,0
-0.6077395107421957,-1.1320538250273582,0.1094618838562835,0.0384578590273636,0
-0.616088845147056,-1.1377623340581633,0.0113767337508906,-0.2007759429676462,0
-0.6378034931791051,-1.228944607913888,-0.6375588930073234,0.4834829046476126,0
0.0998300674440788,-1.1532904295144426,-0.7092862770706664,0.4109815361382101,0
-0.0487679069869143,-0.9886722777410069,0.8401176501176038,-0.2153217507319532,0
-1.0676051179850004,-1.4060588700779892,-0.9144268342682876,0.2593232128108425,0
0.6490569080924764,-0.9203850758304416,0.7054263784837196,0.4638909965116604,0
-0.6455190513014626,-1.0071119147442034,0.7767094298048992,-0.4139821685649587,0
2.6034673384307374,-0.720059754388683,0.6643372555066749,-0.2197092067629114,2
1.056066134300866,-1.0700093032425333,-0.0387194760529657,0.8147557508397791,0
0.2156089580418806,-0.9772871925945664,0.8595655339502263,-0.1168382858592411,0
0.5167841190185195,-0.8444424166409266,1.253238899681297,-0.0933091292829033,0
-1.3354981201405811,-1.223462560556459,-0.1621576968103689,0.2552444917983609,0
0.0569387404859859,-0.9927824108357876,0.4357954045310875,0.325192385696968,0
1.5417934502367696,-0.571133799678632,1.597324732178902,-0.708649355606219,2
-1.0912688158315071,-1.09837957301754,0.1738402568487442,0.3225659721046789,0
-1.155748938503401,-1.2832255064072189,-0.6201541683705198,0.1488949502153875,0
-0.7362773774466181,-1.0450783494468483,0.1270295746661702,0.2858317210582117,0
0.6005379909668475,-0.8341029257205147,1.037097836546768,0.3145678131223356,0
-0.0810710496591387,-0.913129198389709,0.7033581244084872,0.34828574874421,0
-1.0109156326355668,-1.0595622539705014,-0.2970474864942387,-2.0269573644599026,0
-1.5523862620504023,-1.3380823970479163,-1.0556987875380042,-1.69686759215743,0
2.470477750157023,-0.4376524069461751,1.7181275059523595,-0.3039486670700472,2
0.2567052709712493,-0.8340517509206027,1.183978617930323,-0.0271367466804571,0
1.0202675897727984,-0.7659187993206374,1.1134684408161115,0.2126255137450871,2
0.3849797168670744,-0.8950158711475892,0.6374448929237813,0.29210675896574,0
-1.7185061569401592,-1.1225411011289792,-0.0853277735370196,0.0204126253098436,0
-1.2286106874333809,-1.1083951989911542,-0.2031606283037602,0.3430016299196258,0
-1.148953051892234,-1.1645272017336166,-0.8437392940252698,-1.284623427281828,0
-0.9765514237728592,-1.0989031681968762,0.0263966586498528,0.4460281399817976,0
4.190331904841565,-0.4431260607769546,0.5973107651921247,-1.1021043149215215,2
-0.8638968041332907,-1.1009685100138948,0.0637488153928607,-0.0557081973622176,0
-1.4035055473320763,-1.176147004690382,-0.0895940320543213,-0.2548774543343874,0
-1.067325175434891,-1.1651162438735148,-0.071713499699131,-0.2736634985658677,0
-0.7824990145106292,-0.9591273396620028,0.6424634252110751,-0.0280261924848207,0
4.062550583321155,-0.9396706727017098,-2.6366612063769463,1.061046724382874,3
3.6362478875247466,-0.4515741707131439,0.7606565048915441,0.2003932934648417,2
0.4009864603034417,-0.9229393202517218,0.1434768150458692,0.6016423151191219,0
0.1659725201759693,-0.8149108144778208,1.2135745423702535,0.3123395524406958,0
1.683737207009934,-0.5425450743040472,0.8474776063262202,-0.7893791451852228,2
1.1450531046374186,-0.7458252283624456,0.2952799149773212,0.2619435997347243,2
-0.838909137659503,-0.9536334452081896,0.4397965141054223,-0.1927770778514481,0
1.4385330660660094,-0.5878431271042384,1.5679519169080869,-0.2615134430855894,2
5.47772527267857,0.013613236108428,1.6447593372671951,-1.2053060676978329,2
1.3786139659577403,-0.7059883640357999,0.6334514447523655,0.9410865526548258,2
-0.5655226319904706,-0.8510542047232207,0.9619351447073782,0.2820157593078974,0
0.3934064421075076,-0.8010274652294264,0.8593860296224818,0.5357066692902936,0
